record_id,student_id,student_name,lecture_id,lecture_name,lecturer_id,lecturer_name,course_id,course_code,course_name,group_id,group_name,academic_week,timestamp,time,time_minute,emotion,confidence,engagement_score,focus_score,attendance_status,is_present,left_room,absence_duration_minutes,source_type,model_name
7661,S041,Student 41,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:57:14Z,12:57,55,Confused,0.94,0.39,0.79,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7662,S042,Student 42,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:55:56Z,12:55,55,Neutral,0.95,0.6,0.85,Absent,FALSE,TRUE,15,mock_video,EduPulse_v1.0
7663,S043,Student 43,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:55:44Z,12:55,55,Neutral,0.85,0.69,0.7,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7664,S044,Student 44,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:58:48Z,12:58,55,Neutral,0.95,0.61,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7665,S045,Student 45,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:59:41Z,12:59,55,Happy,0.83,1,0.62,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7666,S046,Student 46,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:59:49Z,12:59,55,Happy,0.96,0.88,0.78,Absent,FALSE,TRUE,10,mock_video,EduPulse_v1.0
7667,S047,Student 47,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:58:23Z,12:58,55,Neutral,0.97,0.7,0.9,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7668,S048,Student 48,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:59:16Z,12:59,55,Happy,0.82,0.94,0.67,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7669,S049,Student 49,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:59:17Z,12:59,55,Happy,0.85,0.87,0.63,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7670,S050,Student 50,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:59:56Z,12:59,55,Happy,0.98,0.98,0.79,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7671,S051,Student 51,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:59:21Z,12:59,55,Confused,0.93,0.36,0.88,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7672,S052,Student 52,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:55:59Z,12:55,55,Happy,0.79,0.99,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7673,S053,Student 53,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:58:14Z,12:58,55,Confused,0.87,0.39,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7674,S054,Student 54,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:55:00Z,12:55,55,Neutral,0.98,0.65,0.75,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7675,S055,Student 55,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:58:22Z,12:58,55,Happy,0.99,0.95,0.81,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7676,S056,Student 56,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:59:45Z,12:59,55,Happy,0.9,0.94,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7677,S057,Student 57,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:58:00Z,12:58,55,Neutral,0.88,0.55,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7678,S058,Student 58,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:58:37Z,12:58,55,Neutral,0.83,0.59,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7679,S059,Student 59,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:55:40Z,12:55,55,Neutral,0.95,0.62,0.63,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7680,S060,Student 60,L032,CS302 Lecture 2 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,2,2026-02-18T12:55:29Z,12:55,55,Happy,0.95,0.89,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7681,S001,Linda,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:04:17Z,08:04,0,Happy,0.88,0.96,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7682,S002,Rawan,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:01:53Z,08:01,0,Neutral,0.83,0.75,0.78,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7683,S003,Student 3,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:00:11Z,08:00,0,Neutral,0.99,0.58,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7684,S004,Student 4,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:02:28Z,08:02,0,Neutral,0.81,0.67,0.95,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7685,S005,Student 5,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:04:21Z,08:04,0,Neutral,0.99,0.62,0.8,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7686,S006,Student 6,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:03:07Z,08:03,0,Neutral,0.77,0.65,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7687,S007,Student 7,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:02:52Z,08:02,0,Neutral,0.98,0.62,0.65,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7688,S008,Student 8,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:02:31Z,08:02,0,Happy,0.82,0.91,0.67,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7689,S009,Student 9,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:03:14Z,08:03,0,Bored,0.92,0.15,0.61,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7690,S010,Student 10,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:00:56Z,08:00,0,Neutral,0.85,0.72,0.81,Absent,FALSE,TRUE,20,mock_video,EduPulse_v1.0
7691,S011,Student 11,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:00:32Z,08:00,0,Neutral,0.84,0.59,0.93,Absent,FALSE,TRUE,20,mock_video,EduPulse_v1.0
7692,S012,Student 12,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:04:47Z,08:04,0,Happy,0.98,0.91,0.64,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7693,S013,Student 13,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:01:30Z,08:01,0,Happy,0.75,0.92,0.71,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7694,S014,Student 14,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:01:25Z,08:01,0,Neutral,0.96,0.64,0.84,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7695,S015,Student 15,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:00:20Z,08:00,0,Confused,0.78,0.43,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7696,S016,Student 16,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:04:45Z,08:04,0,Happy,0.9,0.99,0.79,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7697,S017,Student 17,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:01:08Z,08:01,0,Bored,0.81,0.26,0.84,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7698,S018,Student 18,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:01:48Z,08:01,0,Happy,0.8,1,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7699,S019,Student 19,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:04:46Z,08:04,0,Happy,0.75,0.89,0.9,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7700,S020,Student 20,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:02:19Z,08:02,0,Happy,0.96,0.91,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7701,S001,Linda,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:08:24Z,08:08,5,Neutral,0.76,0.63,0.82,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7702,S002,Rawan,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:08:58Z,08:08,5,Neutral,0.77,0.66,0.68,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7703,S003,Student 3,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:08:15Z,08:08,5,Confused,0.91,0.48,0.74,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7704,S004,Student 4,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:08:22Z,08:08,5,Happy,0.76,0.96,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7705,S005,Student 5,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:09:52Z,08:09,5,Neutral,0.8,0.7,0.78,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7706,S006,Student 6,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:09:32Z,08:09,5,Happy,0.8,0.89,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7707,S007,Student 7,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:07:48Z,08:07,5,Neutral,0.86,0.63,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7708,S008,Student 8,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:05:54Z,08:05,5,Neutral,0.77,0.6,0.88,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7709,S009,Student 9,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:05:58Z,08:05,5,Confused,0.9,0.4,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7710,S010,Student 10,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:09:19Z,08:09,5,Bored,0.94,0.25,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7711,S011,Student 11,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:07:41Z,08:07,5,Happy,0.79,1,0.62,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7712,S012,Student 12,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:09:32Z,08:09,5,Neutral,0.9,0.73,0.62,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7713,S013,Student 13,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:06:55Z,08:06,5,Happy,0.8,0.91,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7714,S014,Student 14,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:09:13Z,08:09,5,Confused,0.8,0.44,0.65,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7715,S015,Student 15,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:05:16Z,08:05,5,Neutral,0.76,0.67,0.8,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7716,S016,Student 16,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:06:08Z,08:06,5,Happy,0.89,1,0.75,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7717,S017,Student 17,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:09:39Z,08:09,5,Neutral,0.85,0.7,0.84,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7718,S018,Student 18,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:08:20Z,08:08,5,Neutral,0.91,0.59,0.79,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7719,S019,Student 19,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:08:28Z,08:08,5,Happy,0.94,1,0.69,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7720,S020,Student 20,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:06:56Z,08:06,5,Happy,0.87,0.94,0.63,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7721,S001,Linda,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:13:40Z,08:13,10,Neutral,0.94,0.73,0.86,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7722,S002,Rawan,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:11:16Z,08:11,10,Neutral,0.92,0.62,0.8,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7723,S003,Student 3,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:14:07Z,08:14,10,Neutral,0.85,0.68,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7724,S004,Student 4,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:13:58Z,08:13,10,Bored,0.94,0.23,0.75,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7725,S005,Student 5,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:10:32Z,08:10,10,Happy,0.8,0.96,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7726,S006,Student 6,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:13:44Z,08:13,10,Neutral,0.83,0.63,0.62,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7727,S007,Student 7,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:12:19Z,08:12,10,Happy,0.78,0.96,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7728,S008,Student 8,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:14:21Z,08:14,10,Neutral,0.76,0.65,0.7,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7729,S009,Student 9,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:11:04Z,08:11,10,Neutral,0.79,0.66,0.86,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7730,S010,Student 10,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:12:16Z,08:12,10,Happy,0.89,0.88,0.62,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7731,S011,Student 11,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:12:02Z,08:12,10,Neutral,0.79,0.66,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7732,S012,Student 12,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:11:19Z,08:11,10,Neutral,0.77,0.66,0.78,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7733,S013,Student 13,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:12:47Z,08:12,10,Happy,0.8,0.95,0.89,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7734,S014,Student 14,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:11:15Z,08:11,10,Neutral,0.93,0.65,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7735,S015,Student 15,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:11:16Z,08:11,10,Neutral,0.86,0.61,0.9,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7736,S016,Student 16,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:11:50Z,08:11,10,Neutral,0.87,0.56,0.88,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7737,S017,Student 17,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:14:25Z,08:14,10,Neutral,0.98,0.57,0.82,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7738,S018,Student 18,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:14:08Z,08:14,10,Happy,0.92,0.92,0.65,Absent,FALSE,TRUE,10,mock_video,EduPulse_v1.0
7739,S019,Student 19,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:14:43Z,08:14,10,Neutral,0.86,0.68,0.73,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7740,S020,Student 20,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:13:27Z,08:13,10,Neutral,0.92,0.62,0.75,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7741,S001,Linda,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:15:15Z,08:15,15,Neutral,0.89,0.65,0.95,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7742,S002,Rawan,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:15:51Z,08:15,15,Confused,0.87,0.38,0.63,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7743,S003,Student 3,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:15:38Z,08:15,15,Happy,0.81,0.95,0.73,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7744,S004,Student 4,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:15:41Z,08:15,15,Happy,0.84,0.88,0.69,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7745,S005,Student 5,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:16:42Z,08:16,15,Happy,0.79,0.88,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7746,S006,Student 6,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:15:11Z,08:15,15,Happy,0.8,0.96,0.77,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7747,S007,Student 7,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:15:22Z,08:15,15,Neutral,0.88,0.6,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7748,S008,Student 8,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:18:19Z,08:18,15,Neutral,0.96,0.68,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7749,S009,Student 9,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:16:08Z,08:16,15,Neutral,0.87,0.65,0.84,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7750,S010,Student 10,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:19:26Z,08:19,15,Neutral,0.85,0.58,0.8,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7751,S011,Student 11,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:16:29Z,08:16,15,Neutral,0.92,0.62,0.68,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7752,S012,Student 12,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:15:26Z,08:15,15,Happy,0.87,0.97,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7753,S013,Student 13,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:16:03Z,08:16,15,Confused,0.83,0.36,0.77,Absent,FALSE,TRUE,20,mock_video,EduPulse_v1.0
7754,S014,Student 14,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:19:32Z,08:19,15,Confused,0.91,0.42,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7755,S015,Student 15,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:18:50Z,08:18,15,Happy,0.77,0.86,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7756,S016,Student 16,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:15:55Z,08:15,15,Confused,0.84,0.35,0.86,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7757,S017,Student 17,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:15:00Z,08:15,15,Confused,0.87,0.44,0.81,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7758,S018,Student 18,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:17:39Z,08:17,15,Happy,0.8,0.88,0.72,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7759,S019,Student 19,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:19:10Z,08:19,15,Happy,0.86,0.96,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7760,S020,Student 20,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:15:28Z,08:15,15,Neutral,0.84,0.57,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7761,S001,Linda,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:24:51Z,08:24,20,Confused,0.82,0.51,0.8,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7762,S002,Rawan,L033,CS301 Lecture 3 - Part A,T01,Dr. Ahmed,1,CS301,Artificial Intelligence,1,Group A,3,2026-02-23T08:22:39Z,08:22,20,Confused,0.75,0.43,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
